,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000,decade
62133,tt1807867,2022 Tsunami,2022 Tsunami,2009,5/28/2009,"Action, Thriller",90,Thailand,Thai,Toranong Srichua,Toranong Srichua,NA,"Pisarn Srimunkhong, Sirinda Jensen, Phanudet Watanasuchart, Suchao Pongwilai, Chalit Fiangarom, Nichapa Prakornkitwattana, Chumphorn Thepphithak, Thanayong Wongtrakul, Manop Aswathep, Prinya Wongsilp, Suchada Poonpattanasuk, Onsri Kleatinan, Chataya Wongthai, Sucheep Kalwitkit, Sompol Tripopnart","18 years on from the devastating impact of 2004's tsunami, the world still fights to come to terms with this devastating environmental disaster. Little does humanity know that it is about ...",3.2,214,"$4,000,000 ",NA,"$120,283 ",NA,2,1,3.2,49.14373,320,2000 - 2010
19264,tt0080316,203 kochi,203 kochi,1980,8/2/1980,"Drama, History, War",185,Japan,"Japanese, Russian",Toshio Masuda,Kazuo Kasahara,Toei Tokyo,"Tatsuya Nakadai, Teruhiko Aoi, ToshirÙ Mifune, Hisaya Morishige, Shigeru KÙyama, Masako Natsume, Masayuki Yuhara, Kentaro Kaneko, TetsurÙ Tanba, Makoto SatÙ, Yoshio Inaba, Akio Hasegawa, Akihiko Hirata, YÙko Nogiwa, Sen Yano","Depicts the bloody siege of the fortress Port Arthur during the Russo-Japanese War 1904 - 1905. In the story dominated the character Lt Takeshi Kogyo (Teruhiko Aoi), teachers, and a reserve...",6.6,188,NA,NA,NA,NA,4,NA,6.6,97.97202,660,1980 - 1990
71417,tt3481210,2047: Sights of Death,2047: Sights of Death,2014,7/24/2014,"Action, Sci-Fi, Thriller",89,Italy,English,Alessandro Capone,"Tommaso Agnese, Luca D'Alisera",Ambi Pictures,"Danny Glover, Daryl Hannah, Michael Madsen, Stephen Baldwin, Rutger Hauer, Neva Leoni, Kai Portman, Timothy Martin, Benjamin Stender, Maurizio Tesei, Mario Opinato, Marco Bonini, Maggie Parto, Riccardo Cicogna","Ryan Willburn (Stephen Baldwin), a Green War rebel Agent sent on a mission to collect evidence against the Confederate Central Government, for its heinous crimes. The mission quickly turns chaotic when he meets Tuag (Neva Leoni), a mutant survivor.",2.4,1373,NA,NA,NA,NA,34,9,2.4,36.72605,240,2010 - 2020
63890,tt2017452,205 - Zimmer der Angst,205 - Zimmer der Angst,2011,4/4/2013,"Drama, Horror",104,Germany,German,Rainer Matsutani,"Eckhard Vollmar, Jannik Tai Mosholt",Neue Schˆnhauser Filmproduktion,"Jennifer Ulrich, Julia Dietze, Inez Bj¯rg David, Marleen Lohse, Florian Jahr, Tino Mewes, Daniel Roesner, Hans-Uwe Bauer, AndrÈ Hennicke, Gitta Schweighˆfer, Martin Umbach, Uwe Rohde, Juliane Gregori, Anna Lange, Selda Kaya",A young college student thinks that something sinister is going on in her new dorm room.,5.1,733,NA,NA,"$1,239,888 ",NA,4,24,5.1,74.432,510,2010 - 2020
53213,tt1056471,2061: Un anno eccezionale,2061: Un anno eccezionale,2007,10/26/2007,Comedy,100,Italy,Italian,Carlo Vanzina,"Carlo Vanzina, Enrico Vanzina",International Video 80,"Diego Abatantuono, Emilio Solfrizzi, Sabrina Impacciatore, Dino Abbrescia, Andrea Osv·rt, Stefano Chiodaroli, Jonathan Kashanian, Antonello Costa, Paolo Macedonio, Nini Salerno, Ugo Conti, Gennaro Diana, Anna Maria Barbera, Paolo Cevoli, Massimo Ceccherini","In a post-apocalyptic future, the Italian peninsula is going through a dark moment due to a terrible energy crisis",3.8,411,NA,NA,"$2,632,732 ",NA,NA,3,3.8,56.0314,380,2000 - 2010
43524,tt0364193,20h17 rue Darling,20h17 rue Darling,2003,4/4/2003,Drama,101,Canada,French,Bernard …mond,Bernard …mond,Association CoopÈrative des Productions Audio-Visuelles (ACPAV),"Luc Picard, Diane LavallÈe, Zhenhu Han, Markita Boies, Michel Mongeau, Micheline Bernard, Louis BÈlanger, Louis Sincennes, Alex Bisping, Claude Lemieux, Yvon Roy, Patrick Drolet, CÈdric PÈpin, Vincent Bilodeau, Guylaine Tremblay","This is the story of Gerard, a man who miraculously survived an explosion that destroyed his apartment and killed a lot of people. During the next few days he tries to find out why he survived and others died.",6.9,339,NA,NA,NA,NA,3,4,6.9,97.69293,690,2000 - 2010
55082,tt1181920,20-seiki shÙnen: Dai 2 shÙ - Saigo no kibÙ,20-seiki shÙnen: Dai 2 shÙ - Saigo no kibÙ,2009,1/31/2009,"Drama, Fantasy",139,Japan,Japanese,Yukihiko Tsutsumi,"Naoki Urasawa, Yasushi Fukuda",Cine Bazar,"Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa, Muneyoshi Abiko, Hirofumi Araki, Cynthia Cheston, Niclas Ericsson, Naohito Fujiki, Kaoru Fujiwara, Arata Furuta, Hanawa, Rina Hatakeyama, Shin'ichi Hatori, Y‡˚ki Himura, Renji Ishibashi",Childhood friends continue their battle against a dangerous cult.,6.5,1659,"$20,000,000 ",NA,"$29,502,213 ",NA,7,21,6.5,91.35133,650,2000 - 2010
54737,tt1155705,20-seiki shÙnen: Honkaku kagaku bÙken eiga,20-seiki shÙnen: Honkaku kagaku bÙken eiga,2008,8/30/2008,"Adventure, Fantasy, Mystery",142,Japan,"Japanese, Thai, English",Yukihiko Tsutsumi,"Yasushi Fukuda, Takashi Nagasaki",Cine Bazar,"Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa, Teruyuki Kagawa, Hidehiko Ishizuka, Takashi Ukaji, Hiroyuki Miyasako, Katsuhisa Namase, Fumiyo Kohinata, Kuranosuke Sasaki, ShirÙ Sano, Mirai Moriyama, Kanji Tsuda, Takashi Fujii, Hanako Yamada","Years after a schoolboy writes a book of prophecies, a mysterious super-villain uses it as his master-plan of world destruction.",6.7,2380,"$20,000,000 ",NA,"$38,231,562 ",NA,13,45,6.7,90.17793,670,2000 - 2010
55081,tt1181919,20-seiki shÙnen: Saish‡˚-shÙ - Bokura no hata,20-seiki shÙnen: Saish‡˚-shÙ - Bokura no hata,2009,8/29/2009,"Adventure, Fantasy",156,Japan,Japanese,Yukihiko Tsutsumi,"Yasushi Fukuda, Naoki Urasawa",Cine Bazar,"Ry‡˚nosuke Kamiki, Etsushi Toyokawa, KÙichi Yamadera, Naoto Takenaka, Teruyuki Kagawa, Takumi Saitoh, Fumiyo Kohinata, Qyoko Kudo, Renji Ishibashi, Chao-jung Chen, Arata Iura, Tamaki Matsumoto, Hitomi Kuroki, Naohito Fujiki, Mayuko Fukuda",It is 2017 and a resurrected Tomodachi rules the world. The prophecies of The New Book have all come true. Tomodachi predicts the end of the world through the spread of a lethal virus by ...,6.6,999,NA,NA,"$48,397,818 ",NA,6,12,6.6,91.3404,660,2000 - 2010
74532,tt4385888,Le donne della mia vita,20th Century Women,2016,1/20/2017,"Comedy, Drama",119,USA,English,Mike Mills,Mike Mills,A24,"Annette Bening, Elle Fanning, Greta Gerwig, Billy Crudup, Lucas Jade Zumann, Alison Elliott, Thea Gill, Vitaly Andrew LeBeau, Olivia Hone, Waleed Zuaiter, Curran Walters, Darrell Britt-Gibson, Alia Shawkat, Nathalie Love, Cameron Protzman","The story of a teenage boy, his mother, and two other women who help raise him among the love and freedom of Southern California of 1979.",7.3,38690,"$7,000,000 ","$5,664,764 ","$7,214,806 ",83,112,227,7.3,107.469,730,2010 - 2020
61128,tt1711425,Un compleanno da leoni,21 & Over,2013,1/9/2014,Comedy,93,USA,"English, Spanish","Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Relativity Media,"Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, FranÁois Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Christiann Castellanos, Dustin Ybarra, Samantha Futerman, Julian Gavilanes, Josh Truax","The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends.",5.8,71322,"$13,000,000 ","$25,682,380 ","$48,065,672 ",34,96,173,5.8,78.60078,580,2010 - 2020
56248,tt1268161,21 and a Wake-Up,21 and a Wake-Up,2009,10/30/2009,"Drama, War",123,USA,English,Chris McIntyre,"Chris McIntyre, Julianne Shinto",NA,"Amy Acker, Danica McKellar, Faye Dunaway, Todd Cahoon, Kristyn Green, J.C. Chasez, Nick George, Lance Guest, T Lopez, Tim Thomerson, Cat Ly, Kieu Chinh, Tom Sizemore, Andre Royo, Wes Studi","The film is based on real events, focusing on the lives of three young nurses, one of whom undertakes a treacherous journey up the Mekong River to Cambodia to save a very young ...",5.3,125,"$3,000,000 ",NA,NA,NA,1,3,5.3,75.72937,530,2000 - 2010
84589,tt8688634,City of Crime,21 Bridges,2019,1/9/2020,"Action, Crime, Drama",99,"China, USA",English,Brian Kirk,"Adam Mervis, Matthew Michael Carnahan",AGBO,"Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James, Taylor Kitsch, Keith David, Alexander Siddig, Louis Cancelmi, Victoria Cartagena, Gary Carr, Morocco Omari, Chris Ghaffari, Dale Pavinski, Christian Isaiah, Sarah Ellen Stephens",An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.,6.6,37738,"$33,000,000 ","$28,539,757 ","$49,939,757 ",51,369,155,6.6,91.29119,660,2010 - 2020
63384,tt1949106,21 Brothers,21 Brothers,2011,9/4/2012,"Drama, History, War",96,Canada,English,Michael McGuire,"Clayton Garrett, Michael McGuire",21 Brothers Productions,"Steve VanVolkingburgh, Clayton Garrett, Steven Spencer, Aaron Miedema, Brian McDonald, Tom Sinclair, Zorba Dravillas, Dorian Hartley, Jonathan Pap, Christopher Hoeft, Michael McGuire, Jacob Wilkins, L. Robert Tippin, Dann Bertrand, Grant Nalepa",Set in W.W.1 the film follows the story of the Canada's 21st battalion as it prepares for the battle of Courcelette in September 1916.,3.9,101,CAD 25000,NA,NA,NA,10,NA,3.9,54.57964,390,2010 - 2020
69354,tt2979366,21 Days,21 Days,2014,10/25/2014,"Horror, Thriller",89,USA,English,Kathleen Behun,Kathleen Behun,Tortilla Flats Productions,"Max Hambleton, Whitney Rose Pynn, Mickey River, Eduardo Roman, Anna Maganini, Geoffrey Rhue, D.J. Harner, Kyle Villalovos, Luis Robledo, Barbara Carrillo, Joey Eugene, Jeff Hohimer, Arden Belle, John Sierra","Three filmmakers embark on a paranormal challenge by barricading themselves in a house so haunted, no one has been able to live in for more than 21 days.",4.5,553,NA,NA,NA,NA,21,5,4.5,63.40757,450,2010 - 2020
3467,tt0032179,Fatalit‡†,21 Days,1940,1/7/1940,Drama,72,UK,English,Basil Dean,"John Galsworthy, Basil Dean",London Film Productions,"Vivien Leigh, Laurence Olivier, Leslie Banks, Francis L. Sullivan, David Horne, William Dewhurst, Frederick Lloyd, Robert Newton, Esme Percy, Elliott Mason, Arthur Young, Hay Petrie, Meinhart Maur, Morris Harvey, Lawrence Hanray","After Larry Darrent accidentally kills his lover's blackmailing husband, someone else is arrested for the crime. Larry and Wanda have just three weeks together before the trial and if the ...",6.1,879,NA,NA,NA,NA,20,3,6.1,86.54586802,610,1940 - 1950
41751,tt0315733,21 grammi,21 Grams,2003,1/16/2004,"Crime, Drama, Thriller",124,USA,English,Alejandro G. IÒ·rritu,Guillermo Arriaga,This Is That Productions,"Sean Penn, Naomi Watts, Danny Huston, Carly Nahon, Claire Pakis, Benicio Del Toro, Nick Nichols, Charlotte Gainsbourg, John Rubinstein, Eddie Marsan, Loyd Keith Salter, Antef A. Harris, Melissa Leo, Marc Musso, Teresa Delgado","A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",7.7,221361,"$20,000,000 ","$16,290,476 ","$60,427,839 ",70,572,186,7.7,108.0266,770,2000 - 2010
55767,tt1232829,21 Jump Street,21 Jump Street,2012,6/15/2012,"Action, Comedy, Crime",109,USA,English,"Phil Lord, Christopher Miller","Michael Bacall, Michael Bacall",Columbia Pictures,"Jonah Hill, Channing Tatum, Brie Larson, Dave Franco, Rob Riggle, DeRay Davis, Ice Cube, Dax Flame, Chris Parnell, Ellie Kemper, Jake Johnson, Nick Offerman, Holly Robinson Peete, Johnny Pemberton, Stanley Wong",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,7.2,502220,"$42,000,000 ","$138,447,667 ","$201,585,328 ",69,401,389,7.2,99.70345,720,2010 - 2020
80018,tt6217672,21 Rooz Baed,21 Rooz Baed,2017,8/2/2017,"Drama, Family, Fantasy",91,Iran,Persian,Mohammad Reza Kheradmandan,"Mohammad Reza Kheradmandan, Ehsan Saghafi",Soureh Organisation of Cinematic Progression,"Sareh Bayat, Mohammad Reza Kheradmandan, Jalal Fatemi, Hamid Reza Azarang, Mahdi Gorbani, Alireza Ostadi, Mahsa Hashemi, Hossein Sharifi, Rastin Azizpour, Amirhosein Sedigh, Sina Razani",The story of a young boy Morteza who wants to accomplish his father's unfulfilled wish and faces many challenges in doing so.,6.5,351,NA,NA,NA,NA,NA,24,6.5,92.265,650,2010 - 2020
65965,tt2281065,21 modi per distruggere un matrimonio,21 tapaa pilata avioliitto,2013,2/8/2013,Comedy,89,Finland,Finnish,Johanna Vuoksenmaa,Johanna Vuoksenmaa,Dionysos Films,"Armi Toivanen, Essi HellÈn, Aku Hirviniemi, Riku Nieminen, Pamela Tola, Hannele Lauri, Vesa Vierikko, Niina Lahtinen, Aarre KarÈn, Eila Roine, Miia Nuutila, Jarkko Niemi, Krisse Salminen, Eero Ritala, Mari Perankoski","If there are 21 ways to ruin a marriage, there must be 21 ways to fall in love.",6.3,1866,EUR 1200000,NA,"$5,012,795 ",NA,3,1,6.3,87.61703,630,2010 - 2020
30327,tt0118537,2103: The Deadly Wake,2103: The Deadly Wake,1997,8/26/1997,"Drama, Sci-Fi, Thriller",100,"Canada, UK","English, German",Philip Jackson,"Doug Bagot, Andrew Dowler",1119773 Ontario Inc.,"Malcolm McDowell, Michael ParÈ, Heidi von Palleske, Mackenzie Gray, Hal Eisen, Gwynyth Walsh, Derek Ritschel, Michael Johnson, Daniela Nolano, Morris Durante, Jules Delorme, Sandy Kaizer, Glen Cullen, Piero Didiano, Tony Curtis Blondell","Proxate Corporation recruits a boozy former ship captain and offers him a new identity: Sean Murdoch. His job: to take charge of large ship on one voyage. Once aboard, Murdoch realizes that...",3.4,385,CAD 2210000,NA,NA,NA,24,8,3.4,46.06063,340,1990 - 2000
52394,tt10110872,2177: The San Francisco Love Hacker Crimes,2177: The San Francisco Love Hacker Crimes,2019,7/12/2019,Sci-Fi,98,USA,English,Jose Figueroa,Jose Figueroa,La Boca Productions LLC,"Sean Patrick Flanery, Dominique Swain, Miracle Laurie, Shane Coffey, K.T. Tatara, Black Thomas, Michael Rose, Kelvin Han Yee, Maria Olsen, Benton Jennings, Bil Dwyer, Barbi Okeefe, Irene Roseen, Louisa Abernathy, Ezra Buzzington",Mysterious stranger helped save the day when proper data was obtained no one was harmed,1.5,102,NA,NA,"$2,350 ",NA,15,NA,1.5,21.84466,150,2010 - 2020
76846,tt5130442,22 Chaser,22 Chaser,2018,7/6/2018,"Crime, Drama",86,Canada,English,Rafal Sokolowski,Jeremy Boxen,Don Carmody Productions,"Brian J. Smith, Kaniehtiio Horn, Raoul Max Trujillo, Aaron Ashmore, John Kapelos, Aidan Devine, Jack Fulton, Shaun Benson, Lisa Codrington, Wole Daramola, Thom Allison, Andrew Moodie, Emily Piggford, Paula Rivera, Sonya CÙtÈ",One of the city's last decent tow truck drivers risks everything on a desperate quest to become king of the road and provide for his struggling family.,5.2,334,NA,NA,NA,NA,4,1,5.2,74.2517,520,2010 - 2020
66650,tt2363047,22 Female Kottayam,22 Female Kottayam,2012,5/3/2012,Thriller,120,India,Malayalam,Aashiq Abu,"Abhilash Kumar, Syam Pushkaran",FILM Brewery,"Vijay Babu, Rima Kallingal, Fahadh Faasil, Prathap Pothen, Sajid, Srinda Ashab, Aswathi Naduthodi, Sandeep Narayan",A 22 year old nurse who was betrayed and raped exerts some extreme revenge on her tormentors.,7.4,1963,INR 25000000,NA,NA,NA,10,1,7.4,102.7576,740,2010 - 2020
66056,tt2294449,22 Jump Street,22 Jump Street,2014,7/23/2014,"Action, Comedy, Crime",112,USA,English,"Phil Lord, Christopher Miller","Michael Bacall, Oren Uziel",Columbia Pictures,"Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell, Amber Stevens West, Jillian Bell, Ice Cube, Keith Lucas, Kenneth Lucas, Nick Offerman, Jimmy Tatro, Caroline Aaron, Craig Roberts, Marc Evan Jackson, Joe Chrest","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",7,339248,"$50,000,000 ","$191,719,337 ","$331,333,876 ",71,354,349,7,96.2828,700,2010 - 2020
55990,tt1245647,22 mei,22 mei,2010,11/17/2010,"Drama, Fantasy, Thriller",88,"Belgium, Netherlands","Dutch, French",Koen Mortier,Koen Mortier,CCCP,"Sam Louwyck, Titus De Voogdt, Wim Willaert, Sebastien Dewaele, Jan Hammenecker, FranÁois Beukelaers, Tristan Versteven, Norman Baert, Gunter Lamoot, Marsha Gordon, Barbara Callewaert, Bernadette Damman, Mireille Verboomen, Helga Nullens, David Ameye","A bomb explodes in a shopping mall. Sam the security agent tries to save the victims, but at the end he runs off. Later he encounters all the people he saved. They all think that somehow he is responsible for what happened.",5.9,715,NA,NA,"$7,947 ",NA,4,28,5.9,86.15669,590,2010 - 2020
84436,tt8571716,22 Menit,22 Menit,2018,7/19/2018,"Action, Drama, Thriller",71,Indonesia,Indonesian,"Eugene Panji, Myrna Paramita","Husein M. Atmodjo, Gunawan Raharja",Buttonijo Films,"Ario Bayu, Ade Firman Hakim, Ardina Rasti, Ence Bagus, Fanny Fadillah, Mathias Muchus, Khiva Iskak, Taskya Namya, Totos Rasiti, Hans de Kraker, Vincent Ryan Rompies, Nitta Nazyra C. Noer, Andre Bablo Fardanish","22 minutes before, during and after the explosion of Thamrin's bomb.",6.2,121,NA,NA,NA,NA,NA,5,6.2,84.01585,620,2010 - 2020
68888,tt2856896,22 Minuti,22 minuty,2014,5/8/2014,"Action, Crime",120,Russia,Russian,Vasily Serikov,"Travis Leake, Igor Porublyov",Central Partnership,"Makar Zaporozhskiy, Denis Nikiforov, GaÎl Kamilindi, Eebra ToorÈ, Viktor Sukhorukov, Aleksandr Galibin, Vladislav Demin, Ivan Porodnov, Vladislav Pogiba, Ekaterina Malikova, Sergey Aprelskiy, Vladimir Blagoy, Petr Korolev, Maksim Peshkov, Eduard Solovyev",A gas tanker is attacked by a gang of Somali pirates in the gulf of Aden. The Russian Navy sends a destroyer to free the hijacked ship.,5.3,670,"$6,500,000 ",NA,"$452,036 ",NA,3,NA,5.3,77.91554,530,2010 - 2020
85511,tt9496212,22 Yards,22 Yards,2019,3/15/2019,Sport,126,India,Hindi,Mitali Ghoshal,"Samrat, Nishant Shandilya",MS Productions 74,"Barun Sobti, Amartya Ray, Rajit Kapur, Panchi Bora, Rajesh Sharma, Chaiti Ghosal, Geetika Tyagi, Mrinal Mukherjee, Kalyan Chatterjee, Pallavi Chatterjee, Vikram Kochhar, Kartikey Tripathi, Navjot Singh, Subrata Guha Roy, Surya Kar",A dramatic portrayal of a victorious tale of a fallen cricket agent and a young cricketer.,6.2,365,NA,NA,"$20,497 ",NA,13,NA,6.2,95.03506,620,2010 - 2020
78965,tt5882982,22-nenme no kokuhaku: Watashi ga satsujinhan desu,22-nenme no kokuhaku: Watashi ga satsujinhan desu,2017,6/10/2017,"Drama, Mystery, Thriller",118,Japan,Japanese,Y‡˚ Irie,"Byung-gil Jung, Kenya Hirata",Nippon Television Network (NTV),"Tatsuya Fujiwara, Hideaki ItÙ, TÙru Nakamura, Paolo Andrea Di Pietro, Toyotaka Hanazawa, Mitsuru Hirata, Anna Ishibashi, KÙichi Iwaki, RyÙ Iwamatsu, Kaho, TakurÙ Kodama, TÙko Narushima, Satoshi NishikÙri, Sh‡˚hei Nomura, RyÙ Ry‡˚sei",A television reporter and a detective try to track down a serial killer known as the Tokyo Strangler.,6.8,1575,NA,NA,"$21,001,633 ",NA,8,13,6.8,94.62973,680,2010 - 2020
66141,tt2304459,23 Blast,23 Blast,2014,10/24/2014,"Drama, Family, Sport",98,USA,English,Dylan Baker,"Bram Hoover, Toni Hoover",Touchdown Productions LLC,"Stephen Lang, Alexa PenaVega, Mark Hapka, Max Adler, Kim Zimmer, Bram Hoover, Timothy Busfield, Fred Thompson, Becky Ann Baker, Dylan Baker, Kevin Cooney, Scott Sowers, Isiah Whitlock Jr., Crystal Hunt, Breanna Dean","When a high school football star is suddenly stricken with irreversible total blindness, he must decide whether to live a safe handicapped life or bravely return to the life he once knew and the sport he still loves.",6.5,1700,"$1,000,000 ","$549,185 ","$549,185 ",45,6,15,6.5,90.71264,650,2010 - 2020
82224,tt7280898,22 luglio,23 luglio,2018,10/10/2018,"Crime, Drama, History",143,"Norway, Iceland, USA","English, Norwegian",Paul Greengrass,"Paul Greengrass, ≈sne Seierstad",Scott Rudin Productions,"Anders Danielsen Lie, Jonas Strand Gravli, Jon ÿigarden, Maria Bock, Thorbj¯rn Harr, Seda Witt, Isak Bakli Aglen, Ola G. Furuseth, Marit Andreassen, ÿystein Martinsen, Valborg Fr¯ysnes, Harald Nordmann, Anders Kulsrud Storruste, Monica Borg Fure, Mathias Eckhoff","A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case.",6.8,26283,"$20,000,000 ",NA,NA,69,182,114,6.8,98.54131,680,2010 - 2020
